timestamp_UTC,device_id,lat,lon,pm25,pm10,co,no2,so2,temperature,humidity,aqi,category,hour,timestamp,lat_A,lon_A,wind_speed,wind_dir,u_comp,v_comp,lat_B,lon_B,date,system:index,.geo
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,14.0,79.5,1.070523023605347,75.81280517578125,1.037872314453125,0.2623748779296875,14.008484994061291,79.53459147745312,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,14.0,79.75,1.2570905685424805,108.35333251953124,1.193145751953125,-0.3958282470703125,13.987199230119586,79.78976662042355,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,14.0,80.0,1.2079859972000122,147.7657470703125,0.644317626953125,-1.0218048095703125,13.96695564687252,80.02147460564755,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,14.0,80.25,1.8433706760406492,214.35516357421875,-1.040252685546875,-1.5218048095703125,13.95078605040908,80.21532918662871,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,14.0,80.5,3.959544897079468,233.1904296875,-3.170135498046875,-2.3723907470703125,13.923278778791428,80.3943418436269,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,14.0,80.75,4.449056148529053,233.94595336914065,-3.596893310546875,-2.6184844970703125,13.915320299565792,80.63011833747547,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,14.0,81.0,4.576693058013916,231.23562622070312,-3.568572998046875,-2.8655548095703125,13.907330244779589,80.88106223147636,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,77.0,2.1457977294921875,309.2644958496094,-1.661346435546875,1.3580780029296875,13.793919160962105,76.94468826159323,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,77.25,2.141326427459717,315.41485595703125,-1.503143310546875,1.5250701904296875,13.799319554120302,77.19995536884907,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,77.5,2.2793776988983154,315.0425720214844,-1.610565185546875,1.6129608154296875,13.802161868661642,77.44637893799634,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,77.75,2.908780813217163,318.177001953125,-1.939666748046875,2.1676483154296875,13.820100016891956,77.68542205438389,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,78.0,3.055381774902344,323.4272766113281,-1.820526123046875,2.4537811279296875,13.82935332506895,77.93938864132964,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,78.25,2.566818952560425,328.0676574707031,-1.357635498046875,2.1783905029296875,13.820447415113447,78.20479980700414,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,78.5,1.995323181152344,330.9791564941406,-0.967987060546875,1.7447967529296875,13.806425336748362,78.46777249709723,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,78.75,1.519459247589111,340.3890380859375,-0.509979248046875,1.4313201904296875,13.79628775641322,78.73302109773296,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,79.0,0.8006193041801453,342.4494323730469,-0.241424560546875,0.7633514404296875,13.774686176329851,78.99196217486478,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,79.25,0.570310115814209,105.11972045898438,0.550567626953125,-0.1487579345703125,13.745189287234098,79.26833022415174,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,79.5,1.2858964204788208,105.83621215820312,1.237091064453125,-0.3509063720703125,13.73865196760744,79.54118686860146,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,79.75,1.3698910474777222,109.80682373046876,1.288848876953125,-0.4641876220703125,13.73498854227364,79.79291005801232,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,80.0,1.3243430852890017,146.0792236328125,0.739044189453125,-1.0989532470703125,13.714460726827385,80.0246052346479,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,80.25,2.3633580207824707,201.3285217285156,-0.859588623046875,-2.2014923095703125,13.678805500268936,80.22138144095771,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,80.5,4.172587871551514,224.9231109619141,-2.946502685546875,-2.9544219970703125,13.654456354677675,80.40190113887577,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,80.75,4.699690341949463,229.64280700683597,-3.581268310546875,-3.0432891845703125,13.651582457125189,80.63076768383691,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.75,81.0,4.818280220031738,227.18386840820312,-3.534393310546875,-3.2747344970703125,13.644097700715063,80.88232830820901,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,77.0,2.3470587730407715,309.43603515625,-1.812713623046875,1.4908905029296875,13.548214212059976,76.93971254011733,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,77.25,2.499436616897583,310.3958435058594,-1.903533935546875,1.6197967529296875,13.552382938563824,77.18669202663038,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,77.5,2.633000612258911,310.4339294433594,-2.004119873046875,1.7076873779296875,13.555225249379871,77.433346726747,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,77.75,2.409218072891236,315.23736572265625,-1.696502685546875,1.7106170654296875,13.555319994688034,77.69357749823503,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,78.0,2.529208183288574,321.67047119140625,-1.568572998046875,1.9840545654296875,13.564162746071815,77.94783220002846,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,78.25,2.1933717727661133,319.64910888671875,-1.420135498046875,1.6715545654296875,13.554056745022535,78.20276895325443,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,78.5,1.6338905096054075,316.85162353515625,-1.117401123046875,1.1920623779296875,13.538550347089767,78.46283733154424,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,78.75,0.7381419539451599,343.2196350097656,-0.213104248046875,0.7067108154296875,13.522854464128612,78.74291255185507,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,79.0,0.291654884815216,97.95416259765624,0.288848876953125,-0.0403594970703125,13.498694806010462,79.00960657263236,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,79.25,1.3106329441070557,131.33111572265625,0.984161376953125,-0.8655548095703125,13.47200864739716,79.28273136405926,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,79.5,1.4162746667861938,128.57659912109375,1.107208251953125,-0.8831329345703125,13.471440184861422,79.53682367265448,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,79.75,1.5207983255386353,130.352294921875,1.158966064453125,-0.9846954345703124,13.468155734241009,79.78854504055563,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,80.0,1.495442271232605,148.11911010742188,0.789825439453125,-1.2698516845703125,13.458934012800457,80.02626811477,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,80.25,2.4922521114349365,198.77096557617188,-0.801971435546875,-2.3596954345703125,13.42368933558464,80.22332793214942,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,80.5,4.394731998443604,220.1587829589844,-2.834197998046875,-3.3587188720703125,13.391381710767746,80.40573987853823,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,80.75,4.920012950897217,226.1330718994141,-3.547088623046875,-3.4095001220703125,13.389739491045477,80.63203047159772,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.5,81.0,5.037499904632568,224.30796813964844,-3.518768310546875,-3.604812622070313,13.383423238992693,80.8829723521474,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,77.0,2.491648435592652,297.691162109375,-2.206268310546875,1.1578826904296875,13.28744500502944,76.92669973537859,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,77.25,2.712480068206787,299.4271850585937,-2.362518310546875,1.3326873779296875,13.29309804737568,77.17150853708493,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,77.5,2.832899808883667,300.1192932128906,-2.450408935546875,1.4215545654296875,13.29597194120288,77.4185884905795,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,77.75,2.572261095046997,303.627197265625,-2.141815185546875,1.4244842529296875,13.29606668651104,77.67884110281591,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,78.0,1.8894259929656985,307.6815185546875,-1.495330810546875,1.1549530029296875,13.28735025972128,77.95031966711136,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,78.25,1.567959904670715,300.864013671875,-1.345916748046875,0.8043670654296875,13.276012590155004,78.20528374617058,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,78.5,1.1036462783813477,277.20147705078125,-1.094940185546875,0.1383514404296875,13.254474175162612,78.46362210119162,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,78.75,0.4213186204433441,191.12152099609372,-0.081268310546875,-0.4134063720703125,13.236630767583849,78.74729997088752,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,79.0,0.8869902491569519,140.25057983398438,0.567169189453125,-0.6819610595703125,13.227945923805237,79.01884342510532,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,79.25,1.595901370048523,135.08792114257812,1.126739501953125,-1.1302032470703125,13.213450130075216,79.28743438785652,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,79.5,1.6642849445343018,135.29827880859375,1.170684814453125,-1.1829376220703125,13.211744744330645,79.53889441110923,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,79.75,1.588101148605347,137.78009033203125,1.067169189453125,-1.1761016845703125,13.211965810507536,79.78545524522507,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,80.0,1.6194192171096802,154.4666748046875,0.698028564453125,-1.4612579345703125,13.202744085341692,80.02319104990228,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,80.25,2.5790483951568604,196.41290283203125,-0.728729248046875,-2.4739532470703125,13.169994324445724,80.2257889616309,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,80.5,4.594551086425781,216.6772308349609,-2.744354248046875,-3.684890747070313,13.130833573639393,80.40882255726692,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,80.75,5.147482395172119,223.1695251464844,-3.521697998046875,-3.754226684570313,13.128591306507587,80.63299636817449,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.25,81.0,5.213310241699219,222.50914001464844,-3.522674560546875,-3.843093872070313,13.125717408955095,80.88296392321332,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.0,77.0,2.3284575939178467,282.78582763671875,-2.270721435546875,0.5153045654296875,13.016664538532495,76.92463508216814,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.0,77.25,2.7583038806915283,278.2577209472656,-2.729705810546875,0.3961639404296875,13.012811625376344,77.1594014522792,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024-01-01 00:00:00+00:00,sensor01,8.71,77.75,32,78,0.9,18,5,30,65,45,Good,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,13.0,77.5,2.8634371757507324,280.9042663574219,-2.811737060546875,0.5416717529296875,13.017517233267426,77.40667884689084,2024-01-01,20240101T084326_20240101T092358,"{""type"":""MultiPoint"",""coordinates"":[]}"
